0,-0.5,-0.5,-0.1,-0.1,0,-0.0997199,-0.1
0,-0.5,-0.5,-0.1,0,0,-0.102042,-0.000813255
0,-0.5,-0.5,-0.1,0.1,0,-0.103213,0.0952594
0,-0.5,-0.5,0,-0.1,0,-0.00271525,-0.10022
0,-0.5,-0.5,0,0,0,-0.00401023,-0.00284641
0,-0.5,-0.5,0,0.1,0,-0.00518762,0.0937871
0,-0.5,-0.5,0.1,-0.1,0,0.0944827,-0.102011
0,-0.5,-0.5,0.1,0,0,0.0937891,-0.00518009
0,-0.5,-0.5,0.1,0.1,0,0.0918545,0.0957703
0,-0.5,-0.4,-0.1,-0.1,0,-0.097102,-0.100004
0,-0.5,-0.4,-0.1,0,0,-0.0997199,2.63481e-09
0,-0.5,-0.4,-0.1,0.1,0,-0.102047,0.0992099
0,-0.5,-0.4,0,-0.1,0,-0.000580618,-0.1
0,-0.5,-0.4,0,0,0,-0.00271437,-0.000226355
0,-0.5,-0.4,0,0.1,0,-0.0039969,0.0971373
0,-0.5,-0.4,0.1,-0.1,0,0.0955266,-0.100288
0,-0.5,-0.4,0.1,0,0,0.0944781,-0.00199581
0,-0.5,-0.4,0.1,0.1,0,0.0937941,0.0948114
0,-0.5,-0.3,-0.1,-0.1,0,-0.0947673,-0.0993496
0,-0.5,-0.3,-0.1,0,0,-0.0971144,7.18987e-05
0,-0.5,-0.3,-0.1,0.1,0,-0.0997211,0.1
0,-0.5,-0.3,0,-0.1,0,0.00183795,-0.1
0,-0.5,-0.3,0,0,0,-0.000581208,1.74222e-10
0,-0.5,-0.3,0,0.1,0,-0.0027193,0.0997726
0,-0.5,-0.3,0.1,-0.1,0,0.0966516,-0.0999997
0,-0.5,-0.3,0.1,0,0,0.0955427,-0.00031107
0,-0.5,-0.3,0.1,0.1,0,0.094481,0.0979911
0,-0.5,-0.2,-0.1,-0.1,0,-0.0918884,-0.10005
0,-0.5,-0.2,-0.1,0,0,-0.094765,0.000663208
0,-0.5,-0.2,-0.1,0.1,0,-0.0971057,0.100064
0,-0.5,-0.2,0,-0.1,0,0.00360595,-0.1
0,-0.5,-0.2,0,0,0,0.00183801,1.65044e-08
0,-0.5,-0.2,0,0.1,0,-0.00058075,0.1
0,-0.5,-0.2,0.1,-0.1,0,0.0978166,-0.1
0,-0.5,-0.2,0.1,0,0,0.0966505,2.48478e-07
0,-0.5,-0.2,0.1,0.1,0,0.0955323,0.0996922
0,-0.5,-0.1,-0.1,-0.1,0,-0.0895523,-0.1
0,-0.5,-0.1,-0.1,0,0,-0.0918384,-4.58763e-05
0,-0.5,-0.1,-0.1,0.1,0,-0.0947713,0.100661
0,-0.5,-0.1,0,-0.1,0,0.00433922,-0.0999999
0,-0.5,-0.1,0,0,0,0.00360589,1.76824e-08
0,-0.5,-0.1,0,0.1,0,0.00184079,0.1
0,-0.5,-0.1,0.1,-0.1,0,0.0982805,-0.0999999
0,-0.5,-0.1,0.1,0,0,0.0978201,1.21994e-09
0,-0.5,-0.1,0.1,0.1,0,0.096658,0.1
0,-0.5,0,-0.1,-0.1,0,-0.0917898,-0.100011
0,-0.5,0,-0.1,0,0,-0.0895522,-3.18484e-13
0,-0.5,0,-0.1,0.1,0,-0.0918722,0.0999603
0,-0.5,0,0,-0.1,0,0.00360603,-0.1
0,-0.5,0,0,0,0,0.00433938,-5.19805e-13
0,-0.5,0,0,0.1,0,0.00360589,0.1
0,-0.5,0,0.1,-0.1,0,0.0978178,-0.1
0,-0.5,0,0.1,0,0,0.098279,2.29022e-13
0,-0.5,0,0.1,0.1,0,0.0978146,0.1
0,-0.5,0.1,-0.1,-0.1,0,-0.0947343,-0.100866
0,-0.5,0.1,-0.1,0,0,-0.0917994,1.92433e-05
0,-0.5,0.1,-0.1,0.1,0,-0.0895506,0.0999999
0,-0.5,0.1,0,-0.1,0,0.00183548,-0.1
0,-0.5,0.1,0,0,0,0.00360595,-3.08467e-08
0,-0.5,0.1,0,0.1,0,0.00433928,0.1
0,-0.5,0.1,0.1,-0.1,0,0.0966557,-0.1
0,-0.5,0.1,0.1,0,0,0.0978178,-1.18329e-09
0,-0.5,0.1,0.1,0.1,0,0.0982791,0.1
0,-0.5,0.2,-0.1,-0.1,0,-0.0970886,-0.100201
0,-0.5,0.2,-0.1,0,0,-0.0947358,-0.000882707
0,-0.5,0.2,-0.1,0.1,0,-0.0918159,0.100037
0,-0.5,0.2,0,-0.1,0,-0.000581413,-0.1
0,-0.5,0.2,0,0,0,0.00183548,-2.41402e-08
0,-0.5,0.2,0,0.1,0,0.00360582,0.1
0,-0.5,0.2,0.1,-0.1,0,0.0955537,-0.0998141
0,-0.5,0.2,0.1,0,0,0.0966534,-1.81074e-07
0,-0.5,0.2,0.1,0.1,0,0.0978178,0.1
0,-0.5,0.3,-0.1,-0.1,0,-0.099721,-0.1
0,-0.5,0.3,-0.1,0,0,-0.0970955,-0.000200902
0,-0.5,0.3,-0.1,0.1,0,-0.0947291,0.0991261
0,-0.5,0.3,0,-0.1,0,-0.00270901,-0.0999315
0,-0.5,0.3,0,0,0,-0.00058212,8.80934e-10
0,-0.5,0.3,0,0.1,0,0.0018355,0.1
0,-0.5,0.3,0.1,-0.1,0,0.094725,-0.0977864
0,-0.5,0.3,0.1,0,0,0.0955635,0.000189677
0,-0.5,0.3,0.1,0.1,0,0.0966475,0.0999998
0,-0.5,0.4,-0.1,-0.1,0,-0.102039,-0.0993313
0,-0.5,0.4,-0.1,0,0,-0.0997211,-2.64103e-09
0,-0.5,0.4,-0.1,0.1,0,-0.0970808,0.0998126
0,-0.5,0.4,0,-0.1,0,-0.0039354,-0.0970568
0,-0.5,0.4,0,0,0,-0.00270776,8.95199e-05
0,-0.5,0.4,0,0.1,0,-0.000581428,0.1
0,-0.5,0.4,0.1,-0.1,0,0.093766,-0.0949161
0,-0.5,0.4,0.1,0,0,0.0947285,0.00219951
0,-0.5,0.4,0.1,0.1,0,0.0955687,0.100202
0,-0.5,0.5,-0.1,-0.1,0,-0.103179,-0.0953055
0,-0.5,0.5,-0.1,0,0,-0.10204,0.000672541
0,-0.5,0.5,-0.1,0.1,0,-0.099721,0.1
0,-0.5,0.5,0,-0.1,0,-0.00515101,-0.0938481
0,-0.5,0.5,0,0,0,-0.00391545,0.00292669
0,-0.5,0.5,0,0.1,0,-0.00270312,0.100128
0,-0.5,0.5,0.1,-0.1,0,0.0924665,-0.0925095
0,-0.5,0.5,0.1,0,0,0.0937501,0.0050737
0,-0.5,0.5,0.1,0.1,0,0.0947299,0.102205
0,-0.4,-0.5,-0.1,-0.1,0,-0.0979907,-0.0992105
0,-0.4,-0.5,-0.1,0,0,-0.100315,1.15411e-08
0,-0.4,-0.5,-0.1,0.1,0,-0.101913,0.0976294
0,-0.4,-0.5,0,-0.1,0,0.000280052,-0.1
0,-0.4,-0.5,0,0,0,-0.00204461,-0.000785806
0,-0.4,-0.5,0,0.1,0,-0.00321657,0.0953105
0,-0.4,-0.5,0.1,-0.1,0,0.0972806,-0.100217
0,-0.4,-0.5,0.1,0,0,0.0959736,-0.002807
0,-0.4,-0.5,0.1,0.1,0,0.0948061,0.0937901
0,-0.4,-0.4,-0.1,-0.1,0,-0.0958737,-0.0965927
0,-0.4,-0.4,-0.1,0,0,-0.0979905,0.000787723
0,-0.4,-0.4,-0.1,0.1,0,-0.100318,0.1
0,-0.4,-0.4,0,-0.1,0,0.00290144,-0.099945
0,-0.4,-0.4,0,0,0,0.000280029,2.63467e-09
0,-0.4,-0.4,0,0.1,0,-0.00204569,0.0992324
0,-0.4,-0.4,0.1,-0.1,0,0.0994205,-0.1
0,-0.4,-0.4,0.1,0,0,0.0972813,-0.000229325
0,-0.4,-0.4,0.1,0.1,0,0.0959824,0.0971746
0,-0.4,-0.3,-0.1,-0.1,0,-0.0931768,-0.0956765
